content_uid,name,type,serial_id,genres,duration_seconds
10208,Джок,movie,,Мультипликационный фильм,4589.0
4397,Джокер,movie,,"Криминал,Триллер,Драма",7005.0
15149,Джон Адамс,serial_with_season,,"История,Биография,Драма",17111.0
5486,Джон Кью,movie,,"Криминал,Триллер,Драма",6670.0
25459,Джон Уик 2,movie,,Боевик,7042.0
26938,Джон Уик 3,movie,,Боевик,7526.0
17587,Джон Ф. Кеннеди: Выстрелы в Далласе,movie,,"Испания,Триллер",10860.0
11536,Джон из Цинциннати,serial_with_season,,"Фэнтези,Драма",23167.0
14600,Джона с острова Тонга,serial_with_season,,Комедия,4994.0
28086,Джуди,movie,,"Мелодрама,Биография,Драма",6780.0
12154,Джунгли,movie,,Комедия,4792.0
26060,Джунгли зовут! В поисках Марсупилами,movie,,Приключенческая комедия,5957.0
5452,Дзен-дневники Гарри Шендлинга,serial_without_season,,Документальный,6511.0
8632,Диалоги,movie,,Драма,5552.0
25766,Диана: История любви,movie,,"Мелодрама,Биография,Драма",6481.0
28896,Диафильмы для взрослых. Фоменко,movie,,Шоу,1205.0
25068,Дивергент,movie,,Фантастический боевик,8037.0
11132,"Дивергент, глава 2: Инсургент",movie,,Фантастический боевик,6845.0
24780,"Дивергент, глава 3: За стеной",movie,,Фантастический боевик,6937.0
9842,Дикая жизнь,movie,,Драма,6036.0
3218,Дикая собака Динго,movie,,Драма,5565.0
5080,Дикая штучка,movie,,"Криминал,Комедия,Боевик",5634.0
25153,Дикие предки,movie,,Мультипликационный фильм,5102.0
24541,Диномама,movie,,Мультфильм,4915.0
27552,Дитя робота,movie,,"Ужасы,Фантастика,Драма",6499.0
26703,Дитя тьмы,movie,,Ужасы,5090.0
22908,Дитя тьмы,movie,,"Ужасы,Детектив,Триллер,Драма",134.0
27820,Для людей. Фоменко,movie,,Шоу,815.0
11909,Дневник Мики,serial_with_season,,"Мультипликационный фильм,Сериал",7719.0
3803,Дневник горничной,movie,,"Мелодрама,Драма",5746.0
4979,Дневник директора школы,movie,,Драма,4409.0
26831,Дневник его жены,movie,,Драма,6186.0
25034,Дневник карьеристки,movie,,Комедийная мелодрама,5098.0
27689,Дневник памяти,movie,,"Мелодрама,Драма",7122.0
5816,Дневник экстрасенса с Фатимой Хадуевой,serial_with_season,,"Мистика,Реалити-шоу",150004.0
26687,До Нового года осталось,movie,,Комедия,5210.0
20775,До встречи с тобой,movie,,"Мелодрама,Драма",6345.0
21654,До самого конца,movie,,"Биография,Драма",7596.0
26600,Добро пожаловать в ПОП!,movie,,Комедия,5447.0
27635,Добро пожаловать в Рим,movie,,Комедия,5743.0
18354,Добро пожаловать в капкан,movie,,"Криминал,Боевик",5730.0
12122,Добро пожаловать в рай,movie,,"Триллер,Фантастика,Боевик",5512.0
931,Добро пожаловать к Райли,movie,,Драма,6380.0
15972,"Добро пожаловать на Юг 2, или Соседям вход воспрещен",movie,,Комедия,5388.0
3942,"Добро пожаловать, или посторонним вход воспрещен",movie,,"Семейный,Комедия",4210.0
9862,Добрыня Никитич и Змей Горыныч,movie,,"Приключения,Мультфильм",3923.0
1883,Доверие,movie,,"Криминал,Триллер,Драма",5253.0
12360,Довод,movie,,Фантастический боевик,8638.0
25223,Дождливый день в Нью-Йорке,movie,,"Мелодрама,Комедия",5313.0
24819,Дозор джунглей,movie,,Мультипликационный фильм,5592.0
5141,Доктор Живаго,serial_with_season,,Драма,29993.0
17258,Доктор ПСИ,serial_with_season,,"Анимация,Драма,Комедия",5303.0
18424,Доктор Сон,movie,,"Ужасы,Фэнтези,Триллер,Драма",8745.0
4581,Долгая помолвка,movie,,"Военный,Детектив,Мелодрама,Драма",7671.0
25379,Долгое падение,movie,,"Драма,Комедия",5510.0
24584,Должник,movie,,"Криминал,Детектив,Триллер",4954.0
15052,Долина соблазна,serial_with_season,,"Криминал,Драма",25613.0
26675,Доля ангелов,movie,,"Драма,Комедия",5813.0
25626,Дом,movie,,Криминальная драма,7689.0
14326,Дом 2. Спаси свою любовь,serial_with_season,,"Развлечения,Реалити-шоу",37804.0
15371,Дом Саддама,serial_with_season,,"Биография,Драма",14048.0
25463,Дом большой мамочки,movie,,Криминальная комедия,5698.0
25462,Дом большой мамочки 2,movie,,Криминальная комедия,5693.0
24564,Дом в конце улицы,movie,,Триллер,5801.0
7295,Дом восковых фигур,movie,,"Ужасы,Триллер",6487.0
27363,Дом летающих кинжалов,movie,,"Приключения,Мелодрама,Боевик",6878.0
9959,Дом напротив,movie,,"Ужасы,Триллер",4986.0
26912,Дом с паранормальными явлениями,movie,,Чёрная комедия,4931.0
3986,Дом с паранормальными явлениями 2,movie,,Чёрная комедия,4962.0
26739,Дом солнца,movie,,Драма,4889.0
5300,Дом у озера,movie,,"Фэнтези,Мелодрама,Драма",5668.0
19074,"Дом, который построил Джек",movie,,"Криминал,Ужасы,Триллер",8764.0
23366,Дом-2. Lite,serial_with_season,,Реалити-шоу,2925.0
20973,Дом-2. Город любви,serial_with_season,,"Реалити-шоу,Шоу",50499.0
1341,Дом-2. Остров любви,serial_with_season,,"Развлечения,Реалити-шоу",25552.0
4546,Дом-2. После заката,serial_with_season,,"Развлечения,Реалити-шоу",15632.0
19381,Домашний арест,serial_with_season,,"Сериал,Комедия",52067.0
24525,Домина,serial_with_season,,"История,Драма",24800.0
13331,Доминика,movie,,Фэнтези,4776.0
27505,Домовой,movie,,Триллер,6284.0
25525,Домовой,movie,,"Фэнтези,Комедия",5935.0
3410,Дон Кихот,movie,,Драма,10800.0
14009,Дон Кихот,movie,,Мультипликационный фильм,5029.0
18937,Донская повесть,movie,,Мелодрама,5444.0
24827,Допинг,movie,,Спортивная драма,5938.0
15534,Допрос,serial_with_season,,"Криминал,Драма",26242.0
26013,Дориан Грей,movie,,"Фэнтези,Триллер,Драма",6453.0
24339,Дорога,movie,,Фантастическая драма,6407.0
25409,Дорога на Арлингтон,movie,,"Триллер,Драма",6759.0
25362,Дорога на Берлин,movie,,"Военная драма,Драма",4938.0
24548,Дорога перемен,movie,,"Мелодрама,Драма",6846.0
5030,Дорога чести,movie,,"Фильм,Триллер,Драма",5210.0
25451,Дорогая Елена Сергеевна,movie,,Драма,5329.0
8825,Дорогой Джон,movie,,Мелодрама,6194.0
24788,Дорогой диктатор,movie,,Комедия,5400.0
4803,Дорогой мой человек,movie,,"Военная драма,Драма",6110.0
2973,Доспехи Бога: в поисках сокровищ,movie,,"Приключения,Фэнтези,Комедия,Боевик",6165.0
25117,Достать ножи,movie,,"Криминал,Детектив,Комедия",7492.0
26309,Дочь Якудзы,movie,,Комедия,4909.0
28701,Дошколята,serial_with_season,,Мультсериал,9383.0
16853,Дракула,movie,,"Ужасы,Фэнтези,Драма,Боевик",5301.0
27283,Древо желания,movie,,Драма,6077.0
23899,Друг,movie,,Драма,4701.0
26841,"Друг мой, Колька!..",movie,,Драма,4970.0
4940,Другой мир,movie,,Боевик,6973.0
15752,Другой мир 2: Эволюция,movie,,Фантастический боевик,6119.0
27468,Дружба и никакого секса?,movie,,"Мелодрама,Комедия",5617.0
16345,Дружба народов,serial_with_season,,"Сериал,Комедия",26394.0
27925,Дружить по-русски,movie,,Комедия,5610.0
13025,Друзья из Франции,movie,,Драма,5534.0
3743,Друзья навсегда,movie,,"Детям,Семейный,Мультфильм",4411.0
7624,Дублерша,movie,,Комедия,5833.0
27058,Дубликаты,movie,,"Ужасы,Триллер",5551.0
15161,Дублинские убийства,serial_with_season,,"Криминал,Детектив,Драма",27371.0
9961,Дуда и Дада,serial_with_season,,Мультсериал,35339.0
24739,Дурак,movie,,Драма,6942.0
29014,Дурацкое дело нехитрое,movie,,"Чёрная комедия,Криминал,Триллер",6707.0
20725,Дурнушек.net,serial_with_season,,"Мода,Шоу,Мелодрама,Комедия",11259.0
26268,Дух живого леса,movie,,Мультипликационный фильм,4509.0
28091,Душа,movie,,"Ужасы,Триллер,Драма",5545.0
12667,Душа компании,movie,,Комедия,6029.0
27482,Душевная кухня,movie,,Комедия,5742.0
29768,Душевные болезни,movie,,Драма,5592.0
26162,Дуэль,movie,,"Вестерн,Драма",6339.0
24774,Дыши ради нас,movie,,Биографическая драма,6762.0
6154,Дьявол в деталях,movie,,"Криминал,Детектив,Триллер",7355.0
3297,Дьявол и Дэниэл Уэбстер,movie,,Комедийная драма,5857.0
14971,Дьяволы,serial_with_season,,Триллер,30045.0
13849,Дэдвуд,serial_with_season,,"Вестерн,Криминал,Драма",38430.0
27460,Дюнкерк,movie,,"Военная драма,История",6134.0
25242,Дядя Ваня,movie,,Драма,5919.0
26874,Его собачье дело,movie,,Комедийный боевик,5407.0
18043,"Еда, я люблю тебя!",serial_with_season,,"Кулинария,Путешествия",8744.0
18896,Единожды солгав,movie,,Драма,5436.0
25452,Единственная,movie,,Драма,5421.0
15476,Екатерина Великая,serial_with_season,,"Исторический,Драма",13166.0
10040,Ермоловы,serial_with_season,,Мелодрама,90922.0
20080,Есения,movie,,Мелодрама,7585.0
24381,Если б я была мужчиной,movie,,Комедия,5656.0
24640,Если свекровь - монстр...,movie,,Комедийная мелодрама,5825.0
12155,Если твоя девушка – зомби,movie,,Комедийная мелодрама,5100.0
27367,Если только,movie,,Мелодрама,5507.0
27498,Ехали два шофера,movie,,"Мелодрама,Комедия",4587.0
5132,Ещё один год,movie,,Комедийная драма,7462.0
25373,Ещё раз про любовь,movie,,"Мелодрама,Драма",5463.0
26601,Жаворонок,movie,,Военная драма,5130.0
2043,Жадность,movie,,"Драма,Комедия",5992.0
25002,Жажда,movie,,"Фильм,Драма",2678.0
27368,Жди меня,movie,,"Военная драма,Мелодрама",5258.0
24696,Железная дорога,movie,,"Драма,Комедия",6122.0
7562,Железная леди,movie,,Драма,6027.0
26843,Железное небо,movie,,"Фантастика,Боевик",5326.0
25715,Железное небо 2,movie,,"Приключения,Фантастика,Боевик",5336.0
29158,Железный рыцарь,movie,,"Исторический,Военный,Фильм,Мелодрама,Боевик",6948.0
25782,Желтоглазые крокодилы,movie,,Драма,7075.0
24926,Жена,movie,,Драма,5776.0
26526,Жена смотрителя зоопарка,movie,,Военная драма,7620.0
29045,Жена ушла,movie,,Мелодрама,5176.0
25677,"Женись на мне, чувак",movie,,Комедия,5280.0
2078,Женитьба,movie,,Комедия,5595.0
3346,Женитьба Бальзаминова,movie,,"Комедийная мелодрама,Комедия",5094.0
27230,Жених на двоих,movie,,Комедия,5412.0
24744,Жених напрокат,movie,,Комедийная мелодрама,6484.0
26727,Жених с того света,movie,,Комедия,2868.0
17246,Женская лига,serial_with_season,,"Игровое шоу,Шоу",3850.0
27237,Женские слабости. Фоменко,movie,,Шоу,957.0
17602,Женский Стендап,serial_with_season,,Развлечения,101273.0
26930,Женщин обижать не рекомендуется,movie,,Мелодрама,4874.0
26467,Женщина в черном 2: Ангел смерти,movie,,"Ужасы,Триллер,Драма",5645.0
26070,Женщина в чёрном,movie,,"Ужасы,Фэнтези,Триллер",5494.0
24573,Женщина во дворе,movie,,Мелодрама,5609.0
24555,Женщина из Пятого округа,movie,,Драма,4825.0
8230,"Женщина, которая поёт",movie,,"Мюзикл,Драма",4488.0
29132,Женщина-егерь. Фоменко,movie,,Шоу,1015.0
7314,Женщина-кошка,movie,,"Криминальный боевик,Фэнтези",5997.0
16645,Женщины против мужчин: Крымские каникулы,movie,,Комедия,4366.0
25140,"Женя, Женечка и ""Катюша""",movie,,"Мелодрама,Драма,Комедия",4805.0
24443,Жеребец,serial_with_season,,"Драма,Комедия",22163.0
9611,Жестокий романс,movie,,Драма,8207.0
26112,Живи и помни,movie,,Драма,6030.0
26495,Живой,movie,,Драма,5532.0
25786,Живой лес,movie,,"Мультипликационный фильм,Приключения,Фэнтези",4930.0
25651,Живые и мёртвые. 1 серия,movie,,Военная драма,5629.0
25486,Живые и мёртвые. 2 серия,movie,,Военная драма,5706.0
28772,Жиголо-фигляр. Фоменко,movie,,Шоу,1011.0
19099,Жизнь Адель,movie,,Драма,10344.0
25196,Жизнь без пупка. Фоменко,movie,,Шоу,502.0
4879,Жизнь в розовом цвете,movie,,Биографическая драма,8066.0
22910,Жизнь впереди,movie,,Чёрная комедия,4901.0
29549,Жизнь за гранью,movie,,"Детектив,Триллер,Драма",5918.0
24071,Жизнь задом наперед,movie,,"Биография,Драма",5284.0
1378,Жизнь и приключения Мишки Япончика,serial_with_season,,Криминальная драма,37434.0
27852,Жизнь с бобылем. Фоменко,movie,,Шоу,971.0
5249,Жизнь только начинается,serial_with_season,,Комедия,11462.0
26025,Жизнь шаромыжника. Фоменко,movie,,Шоу,987.0
9993,Жизнь этого парня,movie,,Биографическая драма,6629.0
12218,Жили-были,movie,,Комедия,5000.0
936,Жирафа,movie,,"Программы для молодёжи,Мультипликационный фильм,Детские программы",4522.0
29665,Жить,movie,,Криминальная драма,4313.0
8897,Жить сначала,serial_with_season,,Драма,48984.0
25287,Жмот,movie,,"Фильм,Комедия",5195.0
24576,Жмурки,movie,,"Криминал,Комедия",6319.0
12184,Жуки,serial_with_season,,Комедия,21428.0
6715,Журов,serial_with_season,,Детектив,47834.0
5561,Журов 2,serial_with_season,,Детектив,48401.0
4986,Жутко громко и запредельно близко,movie,,"Детектив,Приключения,Драма",7447.0
25304,З/Л/О,movie,,Ужасы,6683.0
19336,З/Л/О 2,movie,,Ужасы,5500.0
27201,З/Л/О: Новый вирус,movie,,Ужасы,4672.0
5062,За витриной универмага,movie,,Комедия,5310.0
25299,За гранью реальности,movie,,Приключения,6131.0
25568,За и против. Фоменко,movie,,Шоу,1194.0
23922,За канделябрами,movie,,Драма,6820.0
25842,За кулисами,movie,,"Драма,Комедия",4441.0
25567,За кулисами вдохновенья. Фоменко,movie,,Шоу,1371.0
25597,За прекрасных дам,movie,,Комедия,3996.0
27785,За пропастью во ржи,movie,,"Биография,Драма",6540.0
27098,За спичками,movie,,Комедия,5631.0
24820,Забавная мордашка,movie,,"Мюзикл,Мелодрама,Комедия",5943.0
18956,Забирая жизни,movie,,"Криминал,Детектив,Триллер",5925.0
8234,Забытая мелодия для флейты. 1 серия,movie,,Мелодрама,3832.0
9603,Забытая мелодия для флейты. 2 серия,movie,,Мелодрама,3757.0
3220,Завещание профессора Доуэля,movie,,"Фантастическая драма,Фантастика",5178.0
27864,Зависнуть в Палм-Спрингс,movie,,"Фантастика,Мелодрама,Комедия",5200.0
8259,Заводной апельсин,movie,,"Криминальная драма,Фантастика",7860.0
27022,Завтрак у Тиффани,movie,,"Романтическая комедия,Драма",6607.0
9964,Завтрак у папы,movie,,Комедия,5291.0
8459,Завучи,serial_with_season,,Комедия,22407.0
10182,Загадочная история Бенджамина Баттона,movie,,"Фэнтези,Драма",9551.0
5756,Загадочные Убийства Агаты Кристи,serial_with_season,,Детектив,55267.0
15575,Заговор против Америки,serial_with_season,,Драма,21092.0
30258,Заговорщица,movie,,Драма,7036.0
10940,Зайцев + 1,serial_with_season,,"Ситком,Комедия",77973.0
24830,Зайчик,movie,,Комедия,4929.0
26345,Заказ,movie,,"Фильм,Мелодрама,Драма",4751.0
14889,Закат,movie,,Драма,5117.0
8389,Заклятие,movie,,"Ужасы,Детектив,Триллер",6438.0
27003,Заклятие 2,movie,,"Ужасы,Детектив,Триллер",7707.0
848,Закон доблести,movie,,"Военный,Триллер,Боевик",6300.0
19573,Закон каменных джунглей,serial_with_season,,Драма,42951.0
7351,Закон мышеловки,serial_with_season,,Триллер,24969.0
24652,Закон ночи,movie,,"Криминальная драма,Триллер,Боевик",7412.0
25070,Законный брак,movie,,Драма,5255.0
25523,Закону тут не место,movie,,Комедия,5340.0
28983,Законы привлекательности,movie,,Мелодрама,5181.0
20821,Закрытый мир,serial_with_season,,Реалити-шоу,2090.0
27243,Закусить удила. Фоменко,movie,,Шоу,945.0
29020,Заложник,movie,,"Криминал,Детектив,Триллер,Боевик",6518.0
27974,Заложник,movie,,"Триллер,Боевик",4906.0
9965,Заложники,movie,,"Триллер,Биография,Драма",5980.0
8178,Заложница 2,movie,,Криминальный триллер,5270.0
29839,Замбезия,movie,,Мультфильм,4743.0
9439,Замерзшая из Майами,movie,,"Мелодрама,Комедия",5568.0
25783,Замечательная жизнь,movie,,Драма,6417.0
25918,Замок в Италии,movie,,"Драма,Комедия",5974.0
26004,Замри-умри-воскресни!,movie,,Драма,5949.0
20842,Замуж за Бузову,serial_with_season,,Реалити-шоу,39791.0
27665,Замуж на 2 дня,movie,,"Мелодрама,Комедия",6040.0
25375,Замыкая круг,movie,,Мелодрама,6786.0
24835,Заноза,movie,,Мелодрама,5110.0
25849,Западня,movie,,"Криминал,Триллер,Боевик",6497.0
3226,Запасной игрок,movie,,"Индонезия,Комедия",4689.0
27084,Заплати другому,movie,,Драма,7098.0
27686,Запределье,movie,,Фэнтези,6736.0
25841,Запретная кухня,movie,,"Драма,Комедия",4945.0
28208,Запятнанная репутация,movie,,"Мелодрама,Драма",6076.0
25032,Заражение,movie,,"Триллер,Драма,Боевик",6120.0
25312,Зараженная,movie,,Драма,5473.0
8396,Застава Жилина,serial_with_season,,Драма,31797.0
17371,Заступник,movie,,"Криминал,Триллер,Боевик",6183.0
26928,Затворник,movie,,Триллер,5330.0
27319,Затерянные во льдах,movie,,"Приключения,Драма",5614.0
12719,Затерянный город Z,movie,,Приключенческая драма,8098.0
8554,Затихающие крики,movie,,Фэнтези,5370.0
1989,Затмение,movie,,Триллер,6146.0
15596,Затмение,movie,,Фэнтези,4688.0
26447,Захочу и соскочу,movie,,"Комедия,Боевик",6042.0
9967,Захочу и соскочу. Мастер-класс,movie,,"Криминал,Комедия,Боевик",6875.0
9939,Захочу и соскочу. Супергерои,movie,,"Комедия,Боевик",5875.0
26529,Зачинщики,movie,,Комедия,5445.0
24568,Зачётный препод,movie,,Комедия,6744.0
25838,Зачётный препод 2,movie,,Комедия,6644.0
26207,Зачётный препод 3,movie,,Комедия,6888.0
29633,ЗащитнеГ,movie,,Комедийная драма,5839.0
27953,Защитник,movie,,"Криминал,Детектив,Триллер,Драма",5385.0
992,Защитники снов,serial_with_season,,"Мультипликационный фильм,Мультсериал",44345.0
24544,Заяц над бездной,movie,,Комедия,5490.0
24632,Заячья школа,movie,,"Семейный,Мультфильм",4349.0
25275,Звезда,movie,,"Военная драма,Драма",5834.0
26882,Звезда пленительного счастья,movie,,"Исторический,Драма",9505.0
28341,Звезда родилась,movie,,"Музыка,Мелодрама,Драма",7816.0
9808,Звезда эпохи,serial_with_season,,Драма,24936.0
25575,Звездные встречи. Фоменко,movie,,Шоу,1206.0
14612,Звери.,serial_with_season,,Комедия,5930.0
25537,Звериная ярость,movie,,"Триллер,Боевик",5557.0
12713,Звериный отряд,movie,,Мультипликационный фильм,4675.0
19360,Зверь,movie,,"Триллер,Драма",6137.0
20518,Звоните ДиКаприо!,serial_with_season,,"Драма,Комедия",22049.0
26685,Звонок,movie,,"Ужасы,Детектив,Триллер",6632.0
24989,Звонок 2,movie,,"Ужасы,Детектив,Триллер",6294.0
30122,"Звонят, откройте дверь",movie,,Мелодрама,4470.0
26964,Звёздная пыль,movie,,"Семейный,Фэнтези,Мелодрама",7345.0
24562,Звёздный путь,movie,,"Фантастика,Боевик",7295.0
27061,Звёзды,movie,,Трагикомедия,5632.0
15533,Здесь и сейчас,serial_with_season,,Драма,10070.0
26161,Здравствуй и прощай,movie,,"Мелодрама,Комедия",5394.0
11594,"Здравствуйте, мы ваша крыша!",movie,,Комедия,5777.0
27251,Зевуны. Фоменко,movie,,Шоу,902.0
22898,Зеленая книга,movie,,Драма,7466.0
24695,Зеленые цепочки,movie,,"Военный,Драма",5535.0
24877,Зелёный фонарь,movie,,"Приключения,Фантастика,Боевик",6557.0
25109,Земля Санникова,movie,,Приключения,5381.0
5139,Земля обетованная,movie,,"Фильм,Драма",6122.0
9433,Земля: один потрясающий день,movie,,Документальный,5395.0
25208,Зеркала,movie,,"Ужасы,Триллер",6402.0
24850,Зеркало,movie,,Драма,6123.0
27108,Зеркало для героя,movie,,Драма,7875.0
25919,Зеровилль,movie,,"Детектив,Драма,Комедия",5547.0
28003,Зигби знает все,serial_with_season,,"Мультсериал,Детям",9450.0
7551,Зигзаг удачи,movie,,Комедия,4956.0
27001,Зимний вечер в Гаграх,movie,,"Мелодрама,Драма",5108.0
1737,Зимняя вишня,movie,,Мелодрама,5076.0
5748,Зимняя жара,movie,,"Драма,Комедия",5581.0
3962,Зип и Зап. Клуб стеклянных шариков,movie,,"Приключения,Семейный,Комедия",5297.0
26961,Зло,movie,,Мистический триллер,5229.0
12249,Зло,serial_with_season,,Фантастика,14721.0
27965,Злой дух,movie,,"Ужасы,Триллер,Драма",5050.0
23676,Змея из Алабамы,movie,,Документальный,4872.0
21132,Знаки Судьбы,serial_with_season,,"Мистика,Драма",2841.0
26814,Знакомство с Факерами,movie,,"Мелодрама,Комедия",6635.0
26821,Знакомство с Факерами 2,movie,,"Мелодрама,Комедия",5623.0
27444,"Знакомьтесь, Джо Блэк",movie,,"Фэнтези,Мелодрама,Драма",10375.0
27441,Знакомьтесь: Дэйв,movie,,"Приключения,Фантастика,Комедия",5206.0
2735,Знамение,movie,,"Детектив,Триллер,Фантастика,Драма,Боевик",6987.0
25055,Зов джунглей,movie,,Мультфильм,5058.0
15577,Зовите повитуху,serial_with_season,,"История,Драма",223504.0
27771,Зодиак,movie,,"Криминальная драма,Детектив,Триллер",9070.0
13457,Золотая перчатка,movie,,Криминальная драма,6334.0
3524,Золото Геленджика,serial_with_season,,"Игровое шоу,Реалити-шоу",49541.0
27632,Золото Флинна,movie,,Приключенческий боевик,5673.0
8726,Золото дураков,movie,,"Комедийная мелодрама,Приключения",6469.0
20018,Золотое кольцо,movie,,Комедия,5184.0
25165,Золотой век,movie,,"Военный,История,Биография,Драма",6602.0
15104,Золотой ключик,movie,,"Мелодрама,Комедия",6740.0
26323,Золотой компас,movie,,"Приключения,Семейный,Фэнтези",6518.0
14032,Золотой теленок,movie,,Комедия,9842.0
4738,Золотой теленок,serial_with_season,,Комедия,21828.0
26697,Золушка (цветная версия),movie,,"Сказка,Семейный",4724.0
24762,Золушка из Запрудья,movie,,Комедия,5940.0
624,Золушка: Полный вперёд!,movie,,Мультипликационный фильм,4667.0
13172,Зорро,movie,,"Вестерн,Приключения,Мелодрама,Комедия",6792.0
10864,Зрелые идут. Фоменко,movie,,Шоу,510.0
26823,И вот пришёл Бумбо,movie,,"Семейный,Драма",4413.0
27768,И грянул гром,movie,,Фантастический боевик,5829.0
27021,"И жизнь, и слёзы, и любовь",movie,,Драма,5816.0
22090,ИП Пирогова,serial_with_season,,Комедия,28915.0
26989,Иван Васильевич меняет профессию,movie,,"Приключения,Фантастика,Комедия",5499.0
25256,Иван Грозный. 1 серия,movie,,"Испания,Драма",5717.0
9569,Иван Грозный. 2 серия,movie,,"Испания,Драма",4911.0
26063,Иван Царевич и Серый Волк,movie,,"Приключения,Мультфильм",4943.0
27137,Иван Царевич и Серый Волк 2,movie,,"Приключения,Мультфильм",4173.0
27140,Иван Царевич и Серый Волк 3,movie,,"Приключения,Мультфильм",4431.0
26718,Иваново детство,movie,,"Военная драма,Драма",5470.0
19084,Иванько,serial_with_season,,Комедия,25493.0
19803,"Ивонн Орджи: Мама, я это сделала!",movie,,"Стендап,Комедия",3748.0
26195,Игра,movie,,Комедия,5935.0
5806,Игра,movie,,Индонезия,5556.0
26782,Игра,movie,,"Детектив,Приключения,Триллер,Драма",7400.0
9968,Игра Эндера,movie,,"Фантастика,Боевик",6541.0
2501,Игра без правил,movie,,"Триллер,Биография,Драма",6196.0
26032,Игра в правду,movie,,Трагикомедия,5468.0
9061,Игра на выбывание,serial_with_season,,Детектив,23104.0
21274,Игра на выживание,serial_with_season,,"Триллер,Драма",35784.0
15450,Игра престолов,serial_with_season,,"Приключения,Фэнтези,Мелодрама,Драма,Боевик",241016.0
26704,Игра с огнем,movie,,Триллер,5062.0
24551,Игрок,movie,,"Детектив,Триллер,Драма",6387.0
26729,Игрок,movie,,Драма,5643.0
24766,Игрушки для взрослых,movie,,Комедийный боевик,5225.0
26254,Игры разума,movie,,"Триллер,Биография,Драма",7790.0
8029,Идеальная семья,serial_with_season,,Комедия,22435.0
7323,Идеальный дворец Фердинанда Шеваля,movie,,Драма,6013.0
26138,Идеальный муж,movie,,Комедия,5260.0
9958,Идеальный пациент,movie,,"Криминал,Триллер,Драма",7569.0
25134,Идеальный шторм,movie,,"Приключения,Триллер,Драма,Боевик",7467.0
24947,Иди и смотри,movie,,"Военная драма,Драма",8220.0
25361,Идиот,movie,,Драма,6958.0
26110,Из Неаполя с любовью,movie,,Комедия,5851.0
27431,Из Парижа с любовью,movie,,Боевик,5332.0
26658,Из жизни отдыхающих,movie,,Мелодрама,4778.0
22901,Из темноты,movie,,"Ужасы,Триллер",5387.0
27721,Изгой,movie,,"Приключения,Драма",8273.0
9944,Измени или умри,movie,,Триллер,4773.0
19415,Изнутри. Фоменко,movie,,Шоу,1015.0
29533,Изображая жертву,movie,,"Трагикомедия,Фильм",6002.0
24786,Иллюзионист,movie,,"Триллер,Драма",6600.0
3340,Иллюзия обмана,movie,,Триллер,6637.0
5031,Иллюзия обмана 2,movie,,"Детектив,Боевик",7433.0
26970,Илья Муромец,movie,,"Сказка,Семейный",5210.0
25605,Илья Муромец и Соловей Разбойник,movie,,"Приключения,Мультфильм",4572.0
27733,Имеретинские эскизы,movie,,Комедия,4469.0
24096,Имитатор,movie,,"Детектив,Триллер",7076.0
836,Имоджен,movie,,Комедия,5931.0
14638,Империя стриптиза,serial_with_season,,Документальный,12158.0
10510,Импровизация,serial_with_season,,Развлечения,115895.0
30456,Импровизация. Команды,serial_with_season,,,36873.0
1752,Имя,movie,,"Фильм,Комедия",6335.0
26067,Имя розы,movie,,Криминальный триллер,7860.0
27162,Индиана Джонс и Королевство хрустального черепа,movie,,"Приключения,Фантастика,Боевик",7048.0
27163,Индиана Джонс и Последний крестовый поход,movie,,"Приключения,Фэнтези,Боевик",7301.0
4011,Индиана Джонс и Храм судьбы,movie,,"Приключения,Боевик",6816.0
4716,Индиана Джонс: В поисках утраченного ковчега,movie,,"Приключения,Боевик",6635.0
15422,Индустрия,serial_with_season,,Драма,22887.0
24858,Индюки: Назад в будущее,movie,,"Приключения,Детям,Мультфильм",5238.0
9451,Инкассаторы,serial_with_season,,Боевик,24682.0
24636,Инопланетянин,movie,,"Семейный,Фантастика,Драма",6876.0
27662,Иностранец,movie,,Боевик,6526.0
27043,Инсомния,movie,,"Психологический триллер,Ужасы,Детектив",6127.0
15432,Инстинкт,serial_with_season,,"Криминал,Триллер,Драма",31084.0
8264,Инструкции не прилагаются,movie,,"Мелодрама,Комедия",7004.0
26726,Интервенция,movie,,"Приключения,Драма",6091.0
13308,Интервью с Богом,movie,,Драма,5574.0
24238,Интергалактик,serial_with_season,,Фантастика,21801.0
22909,Интердевочка,movie,,Драма,8571.0
18943,Интерны,serial_with_season,,Комедия,412283.0
27027,Интерстеллар,movie,,"Приключения,Фантастика,Драма",9728.0
28170,Интимные места,movie,,Драма,4573.0
7714,Интимный словарь,movie,,"Мелодрама,Драма",6289.0
4999,"Ирония судьбы, или С легким паром!",movie,,Комедийная мелодрама,11038.0
2743,Ирония судьбы. Продолжение,movie,,Комедийная мелодрама,6900.0
4632,Исаев,serial_with_season,,Детектив,43106.0
4934,Искусственный интеллект,movie,,"Фантастическая мелодрама,Комедия",6091.0
7729,Искусственный разум,movie,,Фантастическая драма,8393.0
14187,Испанская принцесса,serial_with_season,,"История,Мелодрама,Драма",52694.0
27254,Исповедь гусеницы. Фоменко,movie,,Шоу,963.0
3313,Испытательный срок,movie,,Детектив,5672.0
10461,Истории Баданаму,serial_with_season,,"Мультипликационный фильм,Сериал",16939.0
25382,"История Аси Клячиной, которая любила, да не вышла замуж",movie,,Драма,5614.0
