,serial_with_season,movie,serial_without_season
1124723,0,674,0
1124727,0,9780,0
1124731,0,10002,0
1124735,0,129,0
1124739,0,499,0
1124740,0,129,0
1124741,0,9309,0
1124744,142685,11586,0
1124796,0,6522,0
1124797,0,223,0
1124798,0,1138,0
1124799,0,1721,0
1124801,43067,57389,0
1124830,0,16370,0
1124837,0,31,0
1124838,15181,125616,0
1125002,0,11389,0
1125004,3745,3040,0
1125008,0,4356,0
1125012,0,21864,0
1125021,2932,167713,0
1125072,0,10191,0
1125075,2786,3,0
1125090,0,2174,0
1125093,0,18379,0
1125099,946,10030,0
1125106,0,29057,0
1125116,329,14166,0
1125121,0,956,0
1125122,1141,0,0
1125126,2433,22459,0
1125140,0,1814,0
1125144,0,10837,0
1125146,0,41,0
1125147,0,358,0
1125148,0,12412,0
1125156,0,12994,0
1125160,0,10,0
1125161,9086,0,0
1125164,0,629,0
1125165,0,74,0
1125167,0,7558,0
1125171,0,13343,0
1125175,5466,0,0
1125177,35537,0,0
1125190,0,21,0
1125191,0,5232,0
1125192,0,929,0
1125193,0,28665,0
1125202,0,1865,0
1125203,0,4883,0
1125205,0,1003,0
1125206,291,20,0
1125209,0,11450,0
1125212,0,17657,0
1125216,0,13,0
1125217,0,26430,0
1125227,0,1672,0
1125228,2219,20601,0
1125237,0,6432,0
1125240,0,122,0
1125241,1981,27527,0
1125251,0,108,0
1125252,0,9819,0
1125255,0,10,0
1125256,0,5271,0
1125257,0,13178,0
1125261,0,12462,0
1125265,85,36297,0
1125274,0,23984,0
1125280,2270,18306,0
1125296,0,31850,0
1125302,8210,0,0
1125306,0,210,0
1125307,0,72,0
1125308,0,3699,0
1125310,0,42265,0
1125323,758,1126,0
1125327,0,11534,0
1125330,0,1466,0
1125333,0,198,0
1125334,0,6768,0
1125337,0,59385,0
1125353,0,4462,0
1125355,0,43017,0
1125363,36299,4767,0
1125372,0,1877,0
1125373,0,5676,0
1125375,0,29530,0
1125382,0,11752,20
1125387,94,2,0
1125392,144118,9747,0
1125443,0,11215,0
1125445,0,11071,0
1125450,0,871,0
1125451,0,1212,0
1125454,7324,29329,0
1125471,30022,1137,0
1125485,0,139,0
1125486,0,26455,0
1125492,0,66680,0
1125506,0,209553,5445
1125550,0,439,0
1125551,0,6049,0
1125553,0,3103,0
1125554,3117,22505,0
1125561,0,25106,0
1125572,0,3705,0
1125573,12,73699,0
1125593,6139,227,0
1125614,11798,7203,0
1125626,0,7813,0
1125629,0,14272,0
1125634,0,466,0
1125635,250,0,0
1125636,0,15729,0
1125640,0,5080,0
1125641,0,36,0
1125642,0,7,0
1125644,0,2738,0
1125645,0,2895,0
1125648,6293,12659,0
1125661,0,26703,0
1125667,5600,3502,0
1125671,0,534,0
1125672,1876,10674,0
1125675,0,10873,0
1125679,0,15719,0
1125681,0,41399,0
1125690,0,4981,13986
1125694,0,11171,0
1125696,0,61,0
1125697,0,139,0
1125698,0,6159,0
1125704,0,366,0
1125705,12350,62022,0
1125732,0,41,0
1125733,122,96,0
1125738,3745,5577,0
1125768,0,3776,0
1125769,0,8390,0
1125775,24820,60636,0
1125811,0,12119,0
1125813,80077,117422,0
1126066,406,4165,0
1126077,34854,0,0
1126091,0,7078,0
1126093,0,18226,0
1126097,0,6309,0
1126098,0,455,0
1126099,0,2209,0
1126102,0,47,0
1126103,0,3762,0
1126104,1951,0,0
1126105,0,3975,0
1126107,0,12820,0
1126110,389,1712,0
1126113,0,10601,0
1126116,0,7231,0
1126120,0,5160,0
1126123,0,261,0
1126124,0,29,0
1126125,6,0,0
1126126,0,33,0
1126127,308,0,0
1126129,0,69796,0
1126149,0,1035,0
1126150,208,6091,0
1126153,41,22979,0
1126163,0,23,0
1126164,0,1091,0
1126165,0,54958,0
1126179,0,1191,0
1126180,0,3071,0
1126184,0,5552,0
1126186,0,15945,0
1126193,20661,67311,0
1126220,0,16,0
1126221,0,8270,0
1126223,0,1224,0
1126226,0,2467,0
1126230,0,360,0
1126231,0,848,0
1126233,730,311,0
1126244,0,4918,0
1126245,0,21877,0
1126250,0,4946,0
1126254,0,6723,0
1126258,249384,78763,0
1126381,97,0,0
1126382,0,5,0
1126383,0,2024,0
1126385,0,6055,0
1126387,3,643,0
1126390,0,12380,0
1126395,0,2562,0
1126396,0,766,0
1126397,0,62,0
1126400,0,428,0
1126401,0,11662,0
1126404,17,6817,0
1126409,0,19070,0
1126417,1968,24006,0
1126423,0,9825,0
1126426,0,37051,0
1126443,0,8,0
1126444,832,48833,0
1126469,0,3591,0
1126470,0,64246,0
1126489,12452,18786,0
1126507,0,15817,0
1126510,17618,83412,0
1126542,0,11098,0
1126544,0,60526,0
1126557,0,5361,0
1126558,117,7984,0
1126561,0,1463,0
1126562,0,5258,0
1126565,0,411,0
1126566,6,0,0
1126567,0,2497,0
1126568,0,4301,0
1126570,586,0,0
1126571,0,1664,0
1126572,18421,4879,0
1126580,0,2798,0
1126582,0,5429,0
1126583,0,60754,0
1126602,138479,31902,0
1126662,0,16745,0
1126665,0,3086,0
1126667,0,5053,0
1126668,0,11152,0
1126670,0,12,0
1126671,0,6619,0
1126672,0,1401,0
1126673,0,5694,0
1126674,0,1632,0
1126675,15,0,0
1126676,0,2454,0
1126678,100143,154264,0
1126969,0,2793,0
1126972,0,10564,0
1126974,0,20055,0
1126978,0,5496,0
1126980,0,6265,0
1126983,962,0,0
1126984,3970,7690,0
1126991,0,89,0
1126993,0,829,0
1126994,315,0,0
1126996,0,1009,0
1126997,22692,26376,0
1127012,0,35900,0
1127023,11209,43783,0
1127040,0,21,0
1127041,0,463,0
1127042,0,13986,0
1127047,0,9302,0
1127050,0,150,0
1127051,0,222,0
1127053,0,147,0
1127055,0,2492,0
1127056,0,1442,0
1127058,0,3924,0
1127059,9919,90,0
1127067,0,2693,0
1127068,840,3871,0
1127071,0,3424,0
1127074,0,915,0
1127075,0,65104,0
1127092,0,24918,0
1127103,295,19575,0
1127109,0,5872,0
1127112,0,7219,0
1127114,0,24,0
1127115,0,169,0
1127116,0,12064,0
1127118,2048,5306,0
1127141,0,22,0
1127142,0,56229,17909
1127160,0,142,0
1127161,0,5937,0
1127164,0,4922,0
1127170,76,0,0
1127172,0,262,0
1127173,0,5354,0
1127175,0,3467,0
1127176,11021,0,0
1127181,0,10102,0
1127186,0,29089,0
1127193,17,16045,0
1127198,0,3868,0
1127199,136,1730,10578
1127206,0,2130,0
1127208,35474,588,0
1127222,0,15439,0
1127228,0,28305,0
1127242,0,25,0
1127244,0,2068,0
1127245,0,3801,0
1127246,1442,21315,0
1127257,0,6541,0
1127260,0,4608,0
1127261,67,13941,0
1127271,0,4143,0
1127274,0,17547,0
1127277,0,9704,0
1127281,0,4949,0
1127282,0,1405,0
1127284,0,27592,0
1127293,0,36414,0
1127302,0,132,0
1127303,27,25438,0
1127310,0,12709,0
1127315,1073,0,0
1127318,0,12600,0
1127320,3032,1169,0
1127324,0,19451,0
1127333,0,126,0
1127334,0,24241,0
1127341,0,5,0
1127342,0,206,0
1127343,0,9,0
1127345,0,1194,0
1127347,0,3769,0
1127349,0,6810,0
1127351,1198,6089,0
1127356,0,86579,0
1127380,0,6860,0
1127381,0,2680,0
1127382,0,33470,0
1127390,3185,86006,0
1127427,0,396,0
1127428,0,4850,0
1127429,0,34842,0
1127436,0,7261,0
1127439,0,3627,0
1127443,0,48810,0
1127455,0,6,0
1127456,0,3,0
1127457,12493,15177,0
1127469,0,27,0
1127470,7090,9,0
1127474,110,12489,0
1127477,0,5409,0
1127478,0,16369,0
1127481,0,7576,0
1127482,10316,0,0
1127488,0,1064,0
1127491,0,1,0
1127492,23716,32017,0
1127509,0,5144,0
1127510,245,250,0
1127513,24028,30496,0
1127532,0,12019,0
1127534,0,29,0
1127535,0,45,0
1127536,2711,187,0
1127540,2436,10403,0
1127545,0,32208,0
1127560,0,2236,0
1127561,0,42,0
1127562,0,13,0
1127563,905,0,0
1127564,0,2,0
1127565,16906,56026,0
1127594,0,3093,0
1127597,9,0,0
1127598,1701,16089,0
1127604,0,915,0
1127606,38434,47846,0
1127635,0,182,0
1127636,0,9,0
1127637,0,13,0
1127638,0,1158,0
1127639,0,33451,0
1127652,1580,0,0
1127653,0,10950,0
1127659,0,10131,0
1127661,0,1648,0
1127664,1728,0,0
1127665,0,10093,0
1127674,0,13712,0
1127680,0,2191,0
1127681,0,14599,0
1127685,0,21936,0
1127693,0,5658,0
1127694,0,6080,0
1127698,0,6803,0
1127702,0,316,0
1127703,0,444,0
1127704,0,9137,0
1127706,0,12793,0
1127711,0,20015,0
1127716,0,188,0
1127719,5293,11507,0
1127728,1510,4586,0
1127732,0,17481,0
1127739,3,5648,0
1127743,0,916,0
1127745,0,4316,0
1127752,0,17636,0
1127757,3112,41763,0
1127769,0,14383,0
1127772,0,18001,0
1127780,0,12425,0
1127785,15789,24039,0
1127799,0,14,0
1127800,0,39,0
1127802,0,20344,0
1127809,0,1697,0
1127810,0,900,0
1127811,0,1303,0
1127812,0,12822,0
1127817,10396,125769,1252
1127855,0,5447,0
1127857,24587,7789,0
1127881,0,492,0
1127882,0,5094,0
1127884,0,12023,0
1127888,333,0,0
1127890,0,9977,0
1127894,0,1417,0
1127895,134,78342,0
1127940,0,7601,0
1127948,0,368,0
1127950,0,17717,0
1127955,0,11788,0
1127958,0,144,0
1127960,0,5226,0
1127961,39,7501,0
1127964,0,1136,0
1127965,0,19301,0
1127967,0,11747,0
1127971,0,15,0
1127972,0,3488,0
1127973,0,6131,0
1127975,86384,10794,0
1128046,0,389,0
1128048,0,37426,0
1128062,0,1336,0
1128064,0,89,0
1128065,0,15046,0
1128069,0,15752,0
1128074,0,5490,0
1128075,0,1996,0
1128076,0,4541,0
1128078,0,1829,0
1128079,0,880,0
1128080,22,436,0
1128083,0,4946,0
1128084,0,11,0
1128085,0,11052,0
1128087,0,27709,0
1128093,0,7499,0
1128095,0,5984,0
1128096,7538,5508,0
1128103,3216,866,0
1128112,76,379,0
1128115,0,5449,0
1128118,0,664,0
1128119,0,50206,0
1128131,0,26197,0
1128139,0,3628,0
1128140,0,1532,0
1128142,0,110,0
1128143,0,219,0
1128144,0,12901,0
1128148,0,30956,0
1128156,0,6408,0
1128157,0,542,0
1128158,52,35103,0
1128170,0,1213,0
1128171,0,6570,0
1128174,0,245500,0
1128226,0,4388,0
1128227,0,21,0
1128229,76,0,0
1128230,0,18690,0
1128235,3131,16,0
1128238,3094,159,0
1128240,0,503,0
1128241,246,0,0
1128242,0,43,0
1128244,0,9873,0
1128254,0,3,0
1128255,0,58,0
1128256,0,1113,0
1128257,0,2855,0
1128258,70360,54289,0
1128351,0,4816,0
1128352,0,5128,0
1128357,6140,42,0
1128365,0,9253,0
1128366,0,10240,0
1128371,0,87,0
1128372,0,5676,0
1128373,0,65597,0
1128396,0,24710,0
1128403,0,16989,0
1128408,0,5275,0
1128410,1976,144986,0
1128461,0,91,0
1128462,0,1555,0
1128466,0,784,0
1128468,0,18,0
1128469,0,29917,0
1128484,9828,7588,0
1128490,0,20613,0
1128494,5791,0,0
1128496,0,1643,0
1128497,67630,51797,0
1128540,0,6322,0
1128541,0,44019,0
1128555,0,6506,0
1128558,0,9,0
1128559,0,492,0
1128560,0,7,0
1128561,0,8757,0
1128564,49,57,0
1128566,1755,51864,0
1128591,0,6708,0
1128592,0,6271,0
1128594,0,17,0
1128595,712,3481,0
1128598,0,7,0
1128599,36,26240,0
1128606,0,4,0
1128607,18,1789,0
1128609,0,23137,0
1128615,0,8148,0
1128618,0,2,0
1128620,0,6,0
1128621,14,28225,0
1128630,0,616,0
1128631,20680,2126,0
1128642,0,3092,0
1128644,0,4561,0
1128647,0,3298,0
1128649,0,47,0
1128650,0,4628,0
1128654,0,179,0
1128655,0,11718,0
1128660,0,9,0
1128661,0,5957,0
1128662,0,51928,0
1128678,0,8512,0
1128683,0,8482,0
1128684,0,7218,0
1128686,48,4691,0
1128689,808,21913,0
1128702,8925,6673,0
1128708,0,58,0
1128710,0,11491,0
1128712,0,3695,0
1128713,0,87,0
1128714,0,4715,0
1128715,0,8498,0
1128717,0,5946,0
1128718,76719,25199,0
1128755,349,10277,0
1128760,0,3087,0
1128767,0,446,0
1128768,465,0,0
1128769,471,14165,0
1128775,0,14,0
1128776,62,0,0
1128777,0,6778,0
1128779,34809,6644,0
1128793,0,11177,0
1128796,0,89,0
1128797,64589,12388,0
1128831,0,9136,0
1128834,0,6537,0
1128836,0,33127,0
1128845,0,4451,0
1128850,0,41,0
1128851,211242,3,0
1128922,4868,10979,0
1128930,0,15906,0
1128935,0,2637,0
1128936,0,86135,0
1128974,0,28016,0
1128982,0,67185,0
1128996,3210,40783,0
1129017,0,25045,0
1129024,0,3,0
1129025,0,2475,0
1129026,1253,60,0
1129029,0,13059,0
1129040,0,46894,0
1129057,0,76545,0
1129076,0,28241,0
1129095,0,946,0
1129096,0,5704,0
1129098,232,2466,0
1129102,1133,99347,0
1129126,0,5270,0
1129127,0,1653,0
1129129,30,31238,0
1129136,108586,1073,0
1129190,0,1,0
1129191,0,71,0
1129192,0,33016,0
1129203,0,12793,0
1129210,0,34,0
1129211,0,1374,0
1129212,0,46296,0
1129235,0,1137,0
1129236,147,25835,0
1129244,41,563,0
1129247,40710,13014,0
1129283,0,13,0
1129284,0,4,0
1129285,0,10856,0
1129287,0,15459,0
1129291,0,21087,0
1129297,6892,73617,0
1129322,0,5101,0
1129323,0,62686,0
1129344,0,99,0
1129345,0,10576,0
1129348,8536,12688,0
1129356,0,1579,0
1129358,58025,76938,0
1129404,0,5295,0
1129405,0,11919,0
1129409,77,31608,0
1129422,0,1123,0
1129423,0,13276,0
1129429,0,3843,0
1129433,0,623,0
1129434,0,4145,0
1129439,24,65,0
1129441,36964,156881,0
1129485,0,4711,0
1129486,0,16233,0
1129491,28273,0,0
1129521,8951,6051,0
1129531,6417,41695,0
1129550,0,1656,0
1129551,0,1016,0
1129552,0,39,0
1129553,0,32,0
1129554,39,14677,0
1129557,13137,281237,2030
1129667,0,9970,0
1129673,2,135,0
1129676,0,14373,0
1129683,0,4412,0
1129684,0,1,0
1129685,0,1709,0
1129686,0,1214,0
1129687,0,3962,0
1129690,0,3817,0
1129693,7236,53222,0
1129710,0,118,0
1129711,0,2499,0
1129714,0,1163,0
1129715,0,434,0
1129716,0,5904,0
1129718,0,4236,0
1129719,0,16906,0
1129724,0,8,0
1129725,0,6895,0
1129727,0,168,0
1129728,15592,25711,0
1129744,0,4956,0
1129747,0,35543,0
1129753,0,5183,0
1129754,0,60,0
1129755,0,1409,0
1129756,0,98975,0
1129785,0,18295,0
1129791,0,4367,0
1129793,0,10082,0
1129795,0,790,0
1129796,2329,25816,0
1129813,0,3160,0
1129815,0,10739,0
1129819,0,18426,0
1129827,0,1440,0
1129828,0,11530,0
1129830,0,146,0
1129831,0,2420,0
1129834,0,7435,0
1129836,0,18614,0
1129842,0,7968,0
1129844,9034,1295,0
1129852,0,13220,0
1129857,0,130,0
1129859,0,4883,0
1129860,0,1020,0
1129867,0,975,0
1129868,0,14361,0
1129871,0,19390,0
1129879,0,2916,0
1129880,43753,0,0
1129896,209,0,0
1129897,0,72,0
1129898,328,1681,0
1129900,0,35184,0
1129910,102907,98660,0
1129967,0,2114,0
1129968,2419,0,0
1129970,1672,0,0
1129974,0,4689,0
1129976,0,1436,0
1129977,2021,2098,0
1129984,804,5815,0
1129989,0,4848,0
1129990,0,3596,0
1129991,0,4760,0
1129992,0,12102,0
1129995,0,11672,0
1129997,0,5610,0
1129999,0,7191,0
1130001,0,6858,0
1130003,0,39594,0
1130012,0,1061,0
1130013,0,33,0
1130015,0,513,0
1130016,0,24,0
1130017,0,13975,0
1130020,0,1,0
1130021,0,1346,0
1130022,1200,0,0
1130023,33827,39808,0
1130051,0,10,0
1130052,0,5,0
1130053,0,10689,0
1130055,442,37,0
1130058,0,13897,0
1130061,0,50117,0
1130072,0,19075,0
1130077,0,15758,0
1130083,548,0,0
1130084,0,11877,0
1130086,0,26085,0
1130091,0,16,0
1130092,0,39886,17913
1130105,0,4548,0
1130106,13790,5681,0
1130113,0,14867,0
1130119,0,16413,0
1130122,0,7018,0
1130127,0,26189,0
1130131,435,194550,0
1130189,0,11043,0
1130191,0,5017,0
1130192,0,69,0
1130193,0,11569,0
1130196,0,1092,0
1130197,0,25249,0
1130203,25,6236,0
1130206,0,6885,0
1130208,155,5577,0
1130210,0,137,0
1130213,0,52087,0
1130226,669,0,0
1130227,0,52634,0
1130239,0,32,0
1130240,0,2418,0
1130241,0,13667,0
1130246,0,4488,0
1130247,0,385,0
1130250,0,5906,0
1130252,0,6183,0
1130256,7,21,0
1130259,0,19448,0
1130263,0,11004,1815
1130274,0,3753,0
1130275,0,697,0
1130277,0,5,0
1130278,0,3120,0
1130279,0,43358,0
1130288,0,10914,0
1130291,7235,9410,0
1130308,0,10263,0
1130310,0,1025,0
1130311,0,2491,0
1130314,0,50,0
1130315,266,0,0
1130316,11764,20980,0
1130343,0,5391,0
1130344,0,1200,0
1130345,0,4206,0
1130349,38754,51156,0
1130577,0,6290,0
1130578,0,4981,0
1130581,0,8263,0
1130583,0,107520,0
1130606,15130,12,0
1130616,0,8366,0
1130620,0,18202,0
1130624,0,442,0
1130627,0,5,0
1130629,2637,11246,0
1130635,4778,4913,0
1130651,10542,0,0
1130655,0,7,0
1130656,0,11739,0
1130662,0,7598,0
1130663,0,7318,0
1130664,0,319,0
1130665,26842,21871,0
1130684,0,12,0
1130685,428,23748,0
1130695,0,377,0
1130697,472,5159,0
1130700,0,7526,0
1130701,450,4894,0
1130703,0,1639,0
1130704,0,4736,0
1130705,0,7750,0
1130709,0,5248,0
1130711,0,257,0
1130713,0,9354,0
1130718,28,7147,0
1130724,0,234,0
1130725,680,0,0
1130726,0,431,0
1130727,0,10971,0
1130732,7266,0,0
1130735,0,8247,0
1130740,0,68,0
1130742,0,1159,0
1130743,0,132,0
1130744,0,227,0
1130747,41,0,0
1130748,0,30130,0
1130757,0,4892,0
1130758,0,5562,0
1130769,0,474,0
1130771,0,51704,0
1130789,12,0,0
1130790,0,10118,0
1130792,0,71,0
1130793,0,5022,0
1130794,0,1841,0
1130796,158,27910,0
1130809,0,51,0
1130810,10925,193922,0
1130870,58736,104929,0
1130920,0,29,0
1130921,0,50,0
1130922,0,629,0
1130923,0,7954,0
1130925,0,7232,0
1130927,0,741,0
1130931,0,70,0
1130932,0,3,0
1130933,0,1131,0
1130934,0,2523,0
1130937,317,1650,0
1130939,2,206,0
1130942,0,3058,0
1130947,329,0,0
1130948,0,16993,0
1130951,0,6064,0
1130958,0,42016,0
1130968,6,1622,0
1130970,0,670,0
1130971,0,2130,0
1130972,0,3498,0
1130975,0,908,0
1130976,0,971,0
1130977,0,139,0
1130981,0,26,0
1130983,0,689,0
1130985,0,18120,0
1130990,0,10173,0
1130993,0,6,0
1130994,0,4799,0
1130995,0,2,0
1130996,0,5,0
1130997,0,4103,0
1131000,508,488,0
1131003,0,6,0
1131006,0,3755,0
1131007,105653,48572,0
1131078,5269,21737,0
1131084,23299,11918,0
1131108,0,4577,0
1131114,17,22,0
1131116,0,157,0
1131120,0,34,0
1131121,0,7070,0
1131122,715,0,0
1131125,0,3810,0
1131126,0,7936,0
1131128,809,14155,0
1131140,448,47734,0
1131152,0,91,0
1131153,2070,9939,0
1131159,0,7976,0
1131161,0,4770,0
1131170,0,5295,0
1131171,0,1091,0
1131172,0,8035,0
1131177,0,1674,0
1131180,0,6658,0
1131182,0,5880,0
1131184,0,6811,0
1131186,0,5575,0
1131187,0,7490,0
1131189,0,3158,0
1131190,0,89994,0
1131214,0,26,0
1131215,0,24163,0
1131221,0,4197,0
1131225,0,2305,0
1131227,0,20,0
1131228,0,9246,0
1131232,0,2107,0
1131234,0,13040,0
1131241,1403,2832,0
1131243,0,19648,0
1131253,0,5878,0
1131257,0,27162,0
1131266,0,4901,0
1131267,2934,7414,0
1131272,0,9444,0
1131276,0,883,0
1131277,0,14178,0
1131288,0,1511,0
1131290,0,33,0
1131291,471,25323,0
1131301,0,164,0
1131302,542,2705,2039
1131309,0,51,0
1131310,0,9538,0
1131312,0,52,0
1131314,0,7711,0
1131315,0,20,0
1131316,0,136,0
1131317,0,6,0
1131318,0,516,0
1131319,0,1199,0
1131320,0,85,0
1131321,0,5596,0
1131323,0,2,0
1131324,0,37745,0
1131332,0,34660,0
1131342,0,2918,0
1131343,0,4,0
1131344,0,18,0
1131345,0,12,0
1131346,0,13,0
1131348,862,10441,0
1131358,0,8,0
1131359,0,170,0
1131360,0,617,0
1131361,0,630,0
1131362,24601,62950,0
1131385,20,0,0
1131386,0,22320,0
1131395,0,43,0
1131396,0,3801,0
1131397,0,8083,0
1131399,0,5379,0
1131400,0,9160,0
1131402,0,154,0
1131403,0,2,0
1131404,0,129,0
1131406,0,22083,0
1131415,12,0,0
1131416,0,3,0
1131417,0,100,0
1131418,0,16832,0
1131422,96999,5960,0
1131457,0,327,0
1131458,0,125,0
1131461,0,2616,0
1131462,0,1786,0
1131463,0,23,0
1131465,0,1660,0
1131467,0,2709,0
1131468,0,6201,0
1131469,138,0,0
1131470,564,5712,0
1131475,12622,146,0
1131481,0,8,0
1131482,0,128,0
1131483,2364,0,0
1131491,0,1844,0
1131492,0,15,0
1131493,491,63574,0
1131519,0,8767,0
1131521,0,79,0
1131522,0,10560,0
1131524,5572,0,0
1131529,0,514,0
1131530,0,3543,0
1131533,0,13674,0
1131536,0,30686,0
1131545,230,1193,0
1131551,0,4185,0
1131555,650,2008,0
1131557,0,4899,0
1131564,0,7092,0
1131567,0,4354,0
1131570,0,1585,0
1131571,0,2341,0
1131573,0,759,0
1131574,0,5,0
1131575,0,32,0
1131576,0,12,0
1131577,0,3553,0
1131579,0,2750,0
1131580,0,3,0
1131581,0,7,0
1131582,0,809,0
1131583,0,2563,0
1131584,0,7156,0
1131586,18495,53667,0
1131605,0,3,0
1131606,0,80,0
1131607,0,277,0
1131608,388,4441,0
1131611,69271,67956,0
1131698,1191,8951,0
1131706,57,0,0
1131707,0,835,0
1131709,0,24,0
1131710,96,0,0
1131712,0,5742,0
1131713,0,2490,0
1131714,0,1,0
1131715,1230,0,0
1131717,0,750,0
1131718,0,2,0
1131720,0,5275,0
1131721,1931,0,0
1131722,0,7032,0
1131725,0,18870,0
1131730,0,4949,0
1131731,0,61,0
1131732,0,2016,0
1131733,0,39905,0
1131747,0,217,0
1131748,0,53,0
1131749,21,0,0
1131750,0,23,0
1131753,197,1083,0
1131755,0,3412,0
1131757,20860,13612,0
1131769,3950,5481,0
1131776,0,94603,0
1131803,0,6,0
1131804,0,8,0
1131806,0,12,0
1131807,431,5861,0
1131812,0,6540,0
1131813,0,2,0
1131814,32220,13883,0
1131848,0,42936,0
1131860,0,2526,0
1131861,0,1548,0
1131863,0,69625,0
1131879,0,9104,0
1131882,0,528,0
1131883,0,5557,0
1131886,0,113,0
1131888,3209,5774,0
1131891,0,13278,0
1131894,0,2079,0
1131896,0,11550,0
1131899,2,0,0
1131900,0,676,0
1131901,80,14364,0
1131906,0,7288,0
1131908,0,8877,0
1131911,0,316,0
1131912,0,963,0
1131913,148,5914,0
1131917,0,83,0
1131918,0,14290,0
1131921,0,20769,0
1131924,0,2814,0
1131925,0,1422,0
1131926,0,12,0
1131927,0,919,0
1131928,0,278263,0
1132008,0,313,0
1132010,0,6,0
1132011,0,5400,0
1132018,0,2428,0
1132019,0,461,0
1132020,0,12811,0
1132024,0,592,0
1132025,475,1924,0
1132027,2,0,0
1132028,0,7,0
1132029,1223,4,0
1132031,0,24162,0
1132037,0,5723,0
1132038,0,12606,0
1132044,0,8765,0
1132046,0,1091,0
1132047,25,53238,0
1132072,30670,743,0
1132086,0,1266,0
1132088,91196,5034,0
1132140,0,5361,0
1132142,0,560,0
1132144,1670,624,0
1132149,170,19442,0
1132161,0,131,0
1132162,0,1891,0
1132167,0,26272,0
1132174,0,394,0
1132175,0,954,0
1132176,0,1030,0
1132177,1581,3490,0
1132184,22594,13517,0
1132197,0,922,0
1132198,0,5150,0
1132199,3,0,0
1132200,0,90,0
1132203,0,12,0
1132204,0,1,0
1132205,0,70,0
1132206,0,5907,0
1132208,0,45873,0
1132224,0,2239,0
1132225,0,19655,0
1132229,0,9729,0
1132232,6428,4283,0
1132238,0,3192,0
1132239,0,7205,0
1132240,0,126,0
1132243,0,7487,0
1132245,0,1623,0
1132246,0,25,0
1132248,0,1417,0
1132249,0,4715,0
1132250,930,0,0
1132254,0,13398,0
1132258,0,2421,0
1132260,0,26339,0
1132266,0,102,0
1132267,272,84229,0
1132286,47992,3263,0
1132303,1336,32079,0
1132313,0,81,0
1132314,0,29,0
1132316,514,30562,0
1132327,0,188,0
1132328,0,275,0
1132330,6105,13504,0
1132340,0,318,0
1132342,0,281,0
1132343,0,29611,0
1132353,0,630,0
1132354,0,17789,0
1132357,0,2463,0
1132358,0,110118,0
1132386,0,3595,0
1132387,0,49152,0
1132403,0,12,0
1132404,2841,0,0
1132406,0,629,0
1132408,0,44190,0
1132425,0,5,0
1132426,0,18723,0
1132433,24,10049,0
1132440,0,6693,0
1132441,0,16259,0
1132447,0,143,0
1132448,0,439,0
1132452,24569,55834,0
1132479,0,1,0
1132480,0,1235,0
1132481,0,8489,0
1132483,0,3478,0
1132485,0,1793,0
1132486,0,144,0
1132489,0,50,0
1132490,0,5,0
1132491,0,38193,0
1132500,41,11956,0
1132503,1953,0,0
1132505,0,1337,0
1132507,0,13383,0
1132510,0,16720,0
1132516,0,712,0
1132517,0,1483,0
1132518,0,1562,0
1132519,0,194,0
1132520,32,6226,0
1132522,0,4294,0
1132525,0,289,0
1132526,0,13547,0
1132532,7785,15955,0
1132538,0,35295,0
1132554,0,6081,0
1132555,0,29781,0
1132565,0,7921,0
1132566,220885,10379,0
1132669,124,227,0
1132672,0,210,0
1132673,8757,0,0
1132676,0,3316,0
1132677,0,118,0
1132678,0,20350,0
1132683,0,5264,0
1132685,0,7161,0
1132689,0,54541,0
1132701,0,15,0
1132702,3014,26544,0
1132714,0,165,0
1132716,0,4978,0
1132717,0,10092,0
1132719,0,5211,0
1132723,0,344,0
1132724,0,13656,0
1132731,0,2055,0
1132732,6,83905,0
1132757,114966,0,0
1132800,1705,0,0
1132801,1023,13842,0
1132809,0,246,0
1132810,53,507,0
1132814,0,10838,0
1132817,0,569,0
1132819,27,7557,0
1132828,0,2209,0
1132832,0,4352,0
1132833,0,4624,0
1132837,0,5966,0
1132839,0,32081,0
1132854,0,11775,0
1132858,0,11049,0
1132861,0,277,0
1132862,0,4541,0
1132865,1978,347712,0
1132966,347,0,0
1132968,0,93,0
1132969,0,320,0
1132970,0,21229,0
1132977,0,144,0
1132978,0,2510,0
1132979,0,29,0
1132980,0,3892,0
1132985,0,889,0
1132986,0,221,0
1132987,0,49,0
1132988,14,12,0
1132991,0,3617,0
1132998,0,9535,0
1133001,349,0,0
1133002,0,327,0
1133003,0,4290,0
1133004,0,17,0
1133005,0,17148,0
1133009,0,14412,0
1133014,0,2678,0
1133016,0,606,0
1133017,38860,97226,0
1133059,0,970,0
1133060,0,6092,0
1133061,0,5303,0
1133062,0,321,0
1133063,0,137,0
1133064,0,53,0
1133065,0,10,0
1133066,0,1092,0
1133068,0,89,0
1133069,0,104,0
1133070,29,0,0
1133071,0,23,0
1133072,0,11,0
1133073,0,2562,0
1133076,5180,0,0
1133077,14304,0,0
1133082,0,32,0
1133083,0,6393,0
1133084,16509,16720,0
1133102,12029,0,0
1133106,0,20130,0
1133114,0,13,0
1133115,0,16984,0
1133122,2748,7708,0
1133124,8440,0,0
1133129,0,12912,0
1133132,0,10733,0
1133134,46,14428,0
1133142,1966,5185,0
1133147,2820,3821,0
1133152,312,0,0
1133153,0,13725,0
1133159,0,5855,0
